0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
0,0,0,0,1,1,1,0,0,Declined Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
1,1,1,1,0,0,0,0,0,Under-Review Transaction
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
0,0,0,0,0,0,0,1,1,Flagged Transactions
1,1,1,1,1,1,1,1,1,Fraud
